;Unnamed: 0;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord;labelDoccano
33;33;.;;PUNCT;.;punct;[31, 32];.;obiwan_kenobi;;;StarWars.Episode03;2.0;7.0;
34;34;.;;PUNCT;.;punct;[33, 34];.;obiwan_kenobi;;;StarWars.Episode03;2.0;8.0;
35;35;.;;PUNCT;.;punct;[35, 36];.;obiwan_kenobi;;;StarWars.Episode03;2.0;9.0;
36;36;;;;;;;;;;;;;;
37;37;obiwan_kenobi We;multiple_persons;PRON;PRP;nsubj;[0, 2];We;obiwan_kenobi;;3.0;StarWars.Episode03;3.0;1.0;multiple_persons
38;38;'ve;;AUX;VB;aux;[3, 6];'ve;obiwan_kenobi;;;StarWars.Episode03;3.0;2.0;
39;39;got;;VERB;VBN;ROOT;[7, 10];got;obiwan_kenobi;;;StarWars.Episode03;3.0;3.0;
40;40;to;;PART;TO;aux;[11, 13];to;obiwan_kenobi;;;StarWars.Episode03;3.0;4.0;
41;41;split;;VERB;VB;xcomp;[14, 19];split;obiwan_kenobi;;;StarWars.Episode03;3.0;5.0;
42;42;them;;PRON;PRP;dobj;[20, 24];them;obiwan_kenobi;;;StarWars.Episode03;3.0;6.0;
43;43;up;;ADP;RP;prt;[25, 27];up;obiwan_kenobi;;;StarWars.Episode03;3.0;7.0;
44;44;.;;PUNCT;.;punct;[28, 29];.;obiwan_kenobi;;;StarWars.Episode03;3.0;8.0;
45;45;;;;;;;;;;;;;;
46;46;anakin_skywalker Break;;PROPN;NNP;nsubj;[0, 5];Break;anakin_skywalker;;;StarWars.Episode03;4.0;1.0;
47;47;left;;VERB;VBD;ROOT;[6, 10];left;anakin_skywalker;;;StarWars.Episode03;4.0;2.0;
48;48;,;;PUNCT;,;punct;[11, 12];,;anakin_skywalker;;;StarWars.Episode03;4.0;3.0;
49;49;fly;;VERB;VB;conj;[13, 16];fly;anakin_skywalker;;;StarWars.Episode03;4.0;4.0;
50;50;through;;ADP;IN;prep;[17, 24];through;anakin_skywalker;;;StarWars.Episode03;4.0;5.0;
51;51;the;;DET;DT;det;[25, 28];the;anakin_skywalker;;;StarWars.Episode03;4.0;6.0;
52;52;guns;;NOUN;NNS;pobj;[29, 33];gun;anakin_skywalker;;;StarWars.Episode03;4.0;7.0;
53;53;on;;ADP;IN;prep;[34, 36];on;anakin_skywalker;;;StarWars.Episode03;4.0;8.0;
54;54;that;;DET;DT;det;[37, 41];that;anakin_skywalker;;;StarWars.Episode03;4.0;9.0;
55;55;tower;;NOUN;NN;pobj;[42, 47];tower;anakin_skywalker;;;StarWars.Episode03;4.0;10.0;
56;56;.;;PUNCT;.;punct;[48, 49];.;anakin_skywalker;;;StarWars.Episode03;4.0;11.0;
57;57;;;;;;;;;;;;;;
58;58;obiwan_kenobi Easy;;PROPN;NNP;ROOT;[0, 4];Easy;obiwan_kenobi;;;StarWars.Episode03;5.0;1.0;
59;59;for;;ADP;IN;mark;[5, 8];for;obiwan_kenobi;;;StarWars.Episode03;5.0;2.0;
60;60;you;anakin_skywalker;PRON;PRP;nsubj;[9, 12];you;obiwan_kenobi;;4.0;StarWars.Episode03;5.0;3.0;anakin_skywalker
61;61;to;;PART;TO;aux;[13, 15];to;obiwan_kenobi;;;StarWars.Episode03;5.0;4.0;
62;62;say;;VERB;VB;advcl;[16, 19];say;obiwan_kenobi;;;StarWars.Episode03;5.0;5.0;
63;63;.;;PUNCT;.;punct;[20, 21];.;obiwan_kenobi;;;StarWars.Episode03;5.0;6.0;
64;64;.;;PUNCT;.;punct;[22, 23];.;obiwan_kenobi;;;StarWars.Episode03;5.0;7.0;
65;65;.;;PUNCT;.;ROOT;[24, 25];.;obiwan_kenobi;;;StarWars.Episode03;5.0;8.0;
66;66;why;;ADV;WRB;advmod;[26, 29];why;obiwan_kenobi;;;StarWars.Episode03;5.0;9.0;
67;67;am;;AUX;VBP;ROOT;[30, 32];am;obiwan_kenobi;;;StarWars.Episode03;5.0;10.0;
68;68;I;obiwan_kenobi;PRON;PRP;nsubj;[33, 34];I;obiwan_kenobi;;5.0;StarWars.Episode03;5.0;11.0;obiwan_kenobi
69;69;always;;ADV;RB;advmod;[35, 41];always;obiwan_kenobi;;;StarWars.Episode03;5.0;12.0;
70;70;the;;DET;DT;det;[42, 45];the;obiwan_kenobi;;;StarWars.Episode03;5.0;13.0;
71;71;bait;;NOUN;NN;attr;[46, 50];bait;obiwan_kenobi;;;StarWars.Episode03;5.0;14.0;
72;72;?;;PUNCT;.;punct;[51, 52];?;obiwan_kenobi;;;StarWars.Episode03;5.0;15.0;
73;73;;;;;;;;;;;;;;
74;74;anakin_skywalker Do;;AUX;VBP;aux;[0, 2];Do;anakin_skywalker;;;StarWars.Episode03;6.0;1.0;
75;75;n't;;PART;RB;neg;[3, 6];n't;anakin_skywalker;;;StarWars.Episode03;6.0;2.0;
76;76;worry;;VERB;VB;ROOT;[7, 12];worry;anakin_skywalker;;;StarWars.Episode03;6.0;3.0;
77;77;.;;PUNCT;.;punct;[13, 14];.;anakin_skywalker;;;StarWars.Episode03;6.0;4.0;
78;78;I;anakin_skywalker;PRON;PRP;nsubj;[15, 16];I;anakin_skywalker;;6.0;StarWars.Episode03;6.0;5.0;anakin_skywalker
79;79;'m;;AUX;VBP;aux;[17, 19];'m;anakin_skywalker;;;StarWars.Episode03;6.0;6.0;
80;80;coming;;VERB;VBG;ROOT;[20, 26];coming;anakin_skywalker;;;StarWars.Episode03;6.0;7.0;
81;81;around;;ADV;RB;advmod;[27, 33];around;anakin_skywalker;;;StarWars.Episode03;6.0;8.0;
82;82;behind;;ADP;IN;prep;[34, 40];behind;anakin_skywalker;;;StarWars.Episode03;6.0;9.0;
83;83;you;obiwan_kenobi;PRON;PRP;pobj;[41, 44];you;anakin_skywalker;;7.0;StarWars.Episode03;6.0;10.0;obiwan_kenobi
84;84;.;;PUNCT;.;punct;[45, 46];.;anakin_skywalker;;;StarWars.Episode03;6.0;11.0;
85;85;;;;;;;;;;;;;;
86;86;obiwan_kenobi Anakin;anakin_skywalker;PROPN;NNP;npadvmod;[0, 6];Anakin;obiwan_kenobi;;8.0;StarWars.Episode03;7.0;1.0;anakin_skywalker
87;87;,;;PUNCT;,;punct;[7, 8];,;obiwan_kenobi;;;StarWars.Episode03;7.0;2.0;
88;88;they;;PRON;PRP;nsubj;[9, 13];they;obiwan_kenobi;;;StarWars.Episode03;7.0;3.0;
89;89;'re;;AUX;VBP;ROOT;[14, 17];'re;obiwan_kenobi;;;StarWars.Episode03;7.0;4.0;
90;90;all;;ADV;RB;dep;[18, 21];all;obiwan_kenobi;;;StarWars.Episode03;7.0;5.0;
91;91;over;;ADP;IN;prep;[22, 26];over;obiwan_kenobi;;;StarWars.Episode03;7.0;6.0;
92;92;me;obiwan_kenobi;PRON;PRP;pobj;[27, 29];me;obiwan_kenobi;;9.0;StarWars.Episode03;7.0;7.0;obiwan_kenobi
93;93;!;;PUNCT;.;punct;[30, 31];!;obiwan_kenobi;;;StarWars.Episode03;7.0;8.0;
94;94;;;;;;;;;;;;;;
95;95;anakin_skywalker Dead;;ADV;RB;ROOT;[0, 4];Dead;anakin_skywalker;;;StarWars.Episode03;8.0;1.0;
96;96;ahead;;ADV;RB;advmod;[5, 10];ahead;anakin_skywalker;;;StarWars.Episode03;8.0;2.0;
97;97;!;;PUNCT;.;punct;[11, 12];!;anakin_skywalker;;;StarWars.Episode03;8.0;3.0;
98;98;Closing;;NOUN;NN;ROOT;[13, 20];Closing;anakin_skywalker;;;StarWars.Episode03;8.0;4.0;
99;99;.;;PUNCT;.;punct;[21, 22];.;anakin_skywalker;;;StarWars.Episode03;8.0;5.0;
100;100;.;;PUNCT;.;punct;[23, 24];.;anakin_skywalker;;;StarWars.Episode03;8.0;6.0;
101;101;.;;PUNCT;.;punct;[25, 26];.;anakin_skywalker;;;StarWars.Episode03;8.0;7.0;
102;102;lock;;VERB;VB;ROOT;[27, 31];lock;anakin_skywalker;;;StarWars.Episode03;8.0;8.0;
103;103;onto;;ADP;IN;prep;[32, 36];onto;anakin_skywalker;;;StarWars.Episode03;8.0;9.0;
104;104;him;UNKNOWN;PRON;PRP;pobj;[37, 40];him;anakin_skywalker;;10.0;StarWars.Episode03;8.0;10.0;UNKNOWN
105;105;,;;PUNCT;,;punct;[41, 42];,;anakin_skywalker;;;StarWars.Episode03;8.0;11.0;
106;106;Artoo;r2d2;PROPN;NNP;npadvmod;[43, 48];Artoo;anakin_skywalker;PERSON;11.0;StarWars.Episode03;8.0;12.0;r2d2
107;107;.;;PUNCT;.;punct;[49, 50];.;anakin_skywalker;;;StarWars.Episode03;8.0;13.0;
108;108;.;;PUNCT;.;punct;[51, 52];.;anakin_skywalker;;;StarWars.Episode03;8.0;14.0;
109;109;.;;PUNCT;.;punct;[53, 54];.;anakin_skywalker;;;StarWars.Episode03;8.0;15.0;
110;110;We;multiple_persons;PRON;PRP;nsubj;[55, 57];We;anakin_skywalker;;12.0;StarWars.Episode03;8.0;16.0;multiple_persons
111;111;got;;VERB;VBD;ROOT;[58, 61];got;anakin_skywalker;;;StarWars.Episode03;8.0;17.0;
112;112;him;UNKNOWN;PRON;PRP;dobj;[62, 65];him;anakin_skywalker;;13.0;StarWars.Episode03;8.0;18.0;UNKNOWN
113;113;,;;PUNCT;,;punct;[66, 67];,;anakin_skywalker;;;StarWars.Episode03;8.0;19.0;
114;114;Artoo;r2d2;PROPN;NNP;npadvmod;[68, 73];Artoo;anakin_skywalker;PERSON;14.0;StarWars.Episode03;8.0;20.0;r2d2
115;115;!;;PUNCT;.;punct;[74, 75];!;anakin_skywalker;;;StarWars.Episode03;8.0;21.0;
116;116;;;;;;;;;;;;;;
117;117;anakin_skywalker I;anakin_skywalker;PRON;PRP;nsubj;[0, 1];I;anakin_skywalker;;15.0;StarWars.Episode03;9.0;1.0;anakin_skywalker
118;118;copy;;VERB;VBP;ROOT;[2, 6];copy;anakin_skywalker;;;StarWars.Episode03;9.0;2.0;
119;119;,;;PUNCT;,;punct;[7, 8];,;anakin_skywalker;;;StarWars.Episode03;9.0;3.0;
120;120;Artoo;r2d2;PROPN;NNP;npadvmod;[9, 14];Artoo;anakin_skywalker;PERSON;16.0;StarWars.Episode03;9.0;4.0;r2d2
121;121;.;;PUNCT;.;punct;[15, 16];.;anakin_skywalker;;;StarWars.Episode03;9.0;5.0;
122;122;;;;;;;;;;;;;;
123;123;obiwan_kenobi I;obiwan_kenobi;PRON;PRP;nsubj;[0, 1];I;obiwan_kenobi;;17.0;StarWars.Episode03;10.0;1.0;obiwan_kenobi
124;124;'m;;AUX;VBP;aux;[2, 4];'m;obiwan_kenobi;;;StarWars.Episode03;10.0;2.0;
125;125;going;;VERB;VBG;ROOT;[5, 10];going;obiwan_kenobi;;;StarWars.Episode03;10.0;3.0;
126;126;down;;ADP;RP;prt;[11, 15];down;obiwan_kenobi;;;StarWars.Episode03;10.0;4.0;
127;127;on;;ADP;IN;prep;[16, 18];on;obiwan_kenobi;;;StarWars.Episode03;10.0;5.0;
128;128;the;;DET;DT;det;[19, 22];the;obiwan_kenobi;;;StarWars.Episode03;10.0;6.0;
129;129;deck;;NOUN;NN;pobj;[23, 27];deck;obiwan_kenobi;;;StarWars.Episode03;10.0;7.0;
130;130;.;;PUNCT;.;punct;[28, 29];.;obiwan_kenobi;;;StarWars.Episode03;10.0;8.0;
131;131;;;;;;;;;;;;;;
132;132;anakin_skywalker Good;;ADJ;JJ;amod;[0, 4];Good;anakin_skywalker;;;StarWars.Episode03;11.0;1.0;
133;133;idea;;NOUN;NN;ROOT;[5, 9];idea;anakin_skywalker;;;StarWars.Episode03;11.0;2.0;
134;134;...;;PUNCT;:;punct;[10, 13];...;anakin_skywalker;;;StarWars.Episode03;11.0;3.0;
135;135;I;anakin_skywalker;PRON;PRP;nsubj;[14, 15];I;anakin_skywalker;;18.0;StarWars.Episode03;11.0;4.0;anakin_skywalker
136;136;need;;VERB;VBP;ROOT;[16, 20];need;anakin_skywalker;;;StarWars.Episode03;11.0;5.0;
137;137;some;;DET;DT;det;[21, 25];some;anakin_skywalker;;;StarWars.Episode03;11.0;6.0;
138;138;room;;NOUN;NN;dobj;[26, 30];room;anakin_skywalker;;;StarWars.Episode03;11.0;7.0;
139;139;to;;PART;TO;aux;[31, 33];to;anakin_skywalker;;;StarWars.Episode03;11.0;8.0;
140;140;maneuver;;VERB;VB;relcl;[34, 42];maneuver;anakin_skywalker;;;StarWars.Episode03;11.0;9.0;
141;141;.;;PUNCT;.;punct;[43, 44];.;anakin_skywalker;;;StarWars.Episode03;11.0;10.0;
142;142;Cut;;VERB;VB;ROOT;[45, 48];Cut;anakin_skywalker;;;StarWars.Episode03;11.0;11.0;
143;143;right;;ADV;RB;advmod;[49, 54];right;anakin_skywalker;;;StarWars.Episode03;11.0;12.0;
144;144;.;;PUNCT;.;punct;[55, 56];.;anakin_skywalker;;;StarWars.Episode03;11.0;13.0;
145;145;Do;;AUX;VBP;aux;[57, 59];Do;anakin_skywalker;;;StarWars.Episode03;11.0;14.0;
146;146;you;obiwan_kenobi;PRON;PRP;nsubj;[60, 63];you;anakin_skywalker;;19.0;StarWars.Episode03;11.0;15.0;obiwan_kenobi
147;147;hear;;VERB;VB;ROOT;[64, 68];hear;anakin_skywalker;;;StarWars.Episode03;11.0;16.0;
148;148;me;anakin_skywalker;PRON;PRP;dobj;[69, 71];me;anakin_skywalker;;20.0;StarWars.Episode03;11.0;17.0;anakin_skywalker
149;149;?;;PUNCT;.;punct;[72, 73];?;anakin_skywalker;;;StarWars.Episode03;11.0;18.0;
150;150;!;;PUNCT;.;punct;[74, 75];!;anakin_skywalker;;;StarWars.Episode03;11.0;19.0;
151;151;Cut;;VERB;VB;ROOT;[76, 79];Cut;anakin_skywalker;;;StarWars.Episode03;11.0;20.0;
152;152;right;;ADV;RB;advmod;[80, 85];right;anakin_skywalker;;;StarWars.Episode03;11.0;21.0;
153;153;.;;PUNCT;.;punct;[86, 87];.;anakin_skywalker;;;StarWars.Episode03;11.0;22.0;
154;154;Do;;AUX;VB;aux;[88, 90];Do;anakin_skywalker;;;StarWars.Episode03;11.0;23.0;
155;155;n't;;PART;RB;neg;[91, 94];n't;anakin_skywalker;;;StarWars.Episode03;11.0;24.0;
156;156;let;;VERB;VB;ROOT;[95, 98];let;anakin_skywalker;;;StarWars.Episode03;11.0;25.0;
157;157;him;UNKNOWN;PRON;PRP;nsubj;[99, 102];him;anakin_skywalker;;21.0;StarWars.Episode03;11.0;26.0;UNKNOWN
158;158;get;;AUX;VB;ccomp;[103, 106];get;anakin_skywalker;;;StarWars.Episode03;11.0;27.0;
159;159;a;;DET;DT;det;[107, 108];a;anakin_skywalker;;;StarWars.Episode03;11.0;28.0;
160;160;handle;;NOUN;NN;dobj;[109, 115];handle;anakin_skywalker;;;StarWars.Episode03;11.0;29.0;
161;161;on;;ADP;IN;prep;[116, 118];on;anakin_skywalker;;;StarWars.Episode03;11.0;30.0;
162;162;you;obiwan_kenobi;PRON;PRP;pobj;[119, 122];you;anakin_skywalker;;22.0;StarWars.Episode03;11.0;31.0;obiwan_kenobi
163;163;.;;PUNCT;.;punct;[123, 124];.;anakin_skywalker;;;StarWars.Episode03;11.0;32.0;
164;164;Come;;VERB;VB;ROOT;[125, 129];Come;anakin_skywalker;;;StarWars.Episode03;11.0;33.0;
165;165;on;;ADP;RP;prt;[130, 132];on;anakin_skywalker;;;StarWars.Episode03;11.0;34.0;
166;166;,;;PUNCT;,;punct;[133, 134];,;anakin_skywalker;;;StarWars.Episode03;11.0;35.0;
167;167;Artoo;r2d2;PROPN;NNP;npadvmod;[135, 140];Artoo;anakin_skywalker;PERSON;23.0;StarWars.Episode03;11.0;36.0;r2d2
168;168;,;;PUNCT;,;punct;[141, 142];,;anakin_skywalker;;;StarWars.Episode03;11.0;37.0;
169;169;lock;;VERB;VB;dep;[143, 147];lock;anakin_skywalker;;;StarWars.Episode03;11.0;38.0;
170;170;on;;ADP;RP;prt;[148, 150];on;anakin_skywalker;;;StarWars.Episode03;11.0;39.0;
171;171;!;;PUNCT;.;punct;[151, 152];!;anakin_skywalker;;;StarWars.Episode03;11.0;40.0;
172;172;Lock;;VERB;VB;ROOT;[153, 157];Lock;anakin_skywalker;;;StarWars.Episode03;11.0;41.0;
173;173;on;;ADP;RP;prt;[158, 160];on;anakin_skywalker;;;StarWars.Episode03;11.0;42.0;
174;174;!;;PUNCT;.;punct;[161, 162];!;anakin_skywalker;;;StarWars.Episode03;11.0;43.0;
175;175;;;;;;;;;;;;;;
176;176;obiwan_kenobi Hurry;;VERB;VB;ROOT;[0, 5];Hurry;obiwan_kenobi;;;StarWars.Episode03;12.0;1.0;
177;177;up;;ADP;RP;prt;[6, 8];up;obiwan_kenobi;;;StarWars.Episode03;12.0;2.0;
178;178;!;;PUNCT;.;punct;[9, 10];!;obiwan_kenobi;;;StarWars.Episode03;12.0;3.0;
179;179;I;obiwan_kenobi;PRON;PRP;nsubj;[11, 12];I;obiwan_kenobi;;24.0;StarWars.Episode03;12.0;4.0;obiwan_kenobi
180;180;do;;AUX;VBP;aux;[13, 15];do;obiwan_kenobi;;;StarWars.Episode03;12.0;5.0;
181;181;n't;;PART;RB;neg;[16, 19];n't;obiwan_kenobi;;;StarWars.Episode03;12.0;6.0;
182;182;like;;VERB;VB;ROOT;[20, 24];like;obiwan_kenobi;;;StarWars.Episode03;12.0;7.0;
183;183;this;;DET;DT;dobj;[25, 29];this;obiwan_kenobi;;;StarWars.Episode03;12.0;8.0;
184;184;!;;PUNCT;.;punct;[30, 31];!;obiwan_kenobi;;;StarWars.Episode03;12.0;9.0;
185;185;Ouch;;INTJ;UH;ROOT;[32, 36];Ouch;obiwan_kenobi;;;StarWars.Episode03;12.0;10.0;
186;186;!;;PUNCT;.;punct;[37, 38];!;obiwan_kenobi;;;StarWars.Episode03;12.0;11.0;
187;187;Do;;AUX;VB;aux;[39, 41];Do;obiwan_kenobi;;;StarWars.Episode03;12.0;12.0;
188;188;n't;;PART;RB;neg;[42, 45];n't;obiwan_kenobi;;;StarWars.Episode03;12.0;13.0;
189;189;even;;ADV;RB;advmod;[46, 50];even;obiwan_kenobi;;;StarWars.Episode03;12.0;14.0;
190;190;try;;VERB;VB;ROOT;[51, 54];try;obiwan_kenobi;;;StarWars.Episode03;12.0;15.0;
191;191;to;;PART;TO;aux;[55, 57];to;obiwan_kenobi;;;StarWars.Episode03;12.0;16.0;
192;192;fix;;VERB;VB;xcomp;[58, 61];fix;obiwan_kenobi;;;StarWars.Episode03;12.0;17.0;
193;193;it;;PRON;PRP;dobj;[62, 64];it;obiwan_kenobi;;;StarWars.Episode03;12.0;18.0;
194;194;,;;PUNCT;,;punct;[65, 66];,;obiwan_kenobi;;;StarWars.Episode03;12.0;19.0;
195;195;Arfour;;PROPN;NNP;npadvmod;[67, 73];Arfour;obiwan_kenobi;PERSON;;StarWars.Episode03;12.0;20.0;UNKNOWN
196;196;.;;PUNCT;.;punct;[74, 75];.;obiwan_kenobi;;;StarWars.Episode03;12.0;21.0;
197;197;I;obiwan_kenobi;PRON;PRP;nsubj;[76, 77];I;obiwan_kenobi;;25.0;StarWars.Episode03;12.0;22.0;obiwan_kenobi
198;198;'ve;;AUX;VB;aux;[78, 81];'ve;obiwan_kenobi;;;StarWars.Episode03;12.0;23.0;
199;199;shut;;VERB;VBN;ROOT;[82, 86];shut;obiwan_kenobi;;;StarWars.Episode03;12.0;24.0;
200;200;it;;PRON;PRP;dobj;[87, 89];it;obiwan_kenobi;;;StarWars.Episode03;12.0;25.0;
201;201;down;;ADP;RP;prt;[90, 94];down;obiwan_kenobi;;;StarWars.Episode03;12.0;26.0;
202;202;.;;PUNCT;.;punct;[95, 96];.;obiwan_kenobi;;;StarWars.Episode03;12.0;27.0;
203;203;;;;;;;;;;;;;;
204;204;anakin_skywalker We;multiple_persons;PRON;PRP;nsubjpass;[0, 2];We;anakin_skywalker;;26.0;StarWars.Episode03;13.0;1.0;multiple_persons
205;205;'re;;AUX;VBP;auxpass;[3, 6];'re;anakin_skywalker;;;StarWars.Episode03;13.0;2.0;
206;206;locked;;VERB;VBN;ccomp;[7, 13];locked;anakin_skywalker;;;StarWars.Episode03;13.0;3.0;
207;207;on;;ADP;IN;prep;[14, 16];on;anakin_skywalker;;;StarWars.Episode03;13.0;4.0;
208;208;...;;PUNCT;:;punct;[17, 20];...;anakin_skywalker;;;StarWars.Episode03;13.0;5.0;
209;209;we;multiple_persons;PRON;PRP;nsubj;[21, 23];we;anakin_skywalker;;27.0;StarWars.Episode03;13.0;6.0;multiple_persons
210;210;'ve;;AUX;VB;aux;[24, 27];'ve;anakin_skywalker;;;StarWars.Episode03;13.0;7.0;
211;211;got;;VERB;VBD;ROOT;[28, 31];got;anakin_skywalker;;;StarWars.Episode03;13.0;8.0;
212;212;him;UNKNOWN;PRON;PRP;dobj;[32, 35];him;anakin_skywalker;;28.0;StarWars.Episode03;13.0;9.0;UNKNOWN
213;213;.;;PUNCT;.;punct;[36, 37];.;anakin_skywalker;;;StarWars.Episode03;13.0;10.0;
214;214;.;;PUNCT;.;punct;[38, 39];.;anakin_skywalker;;;StarWars.Episode03;13.0;11.0;
215;215;.;;PUNCT;.;punct;[40, 41];.;anakin_skywalker;;;StarWars.Episode03;13.0;12.0;
216;216;Yeah;;INTJ;UH;ROOT;[42, 46];Yeah;anakin_skywalker;;;StarWars.Episode03;13.0;13.0;
217;217;!;;PUNCT;.;punct;[47, 48];!;anakin_skywalker;;;StarWars.Episode03;13.0;14.0;
218;218;We;multiple_persons;PRON;PRP;nsubj;[49, 51];We;anakin_skywalker;;29.0;StarWars.Episode03;13.0;15.0;multiple_persons
219;219;got;;VERB;VBD;ROOT;[52, 55];got;anakin_skywalker;;;StarWars.Episode03;13.0;16.0;
220;220;him;UNKNOWN;PRON;PRP;dobj;[56, 59];him;anakin_skywalker;;30.0;StarWars.Episode03;13.0;17.0;UNKNOWN
221;221;.;;PUNCT;.;punct;[60, 61];.;anakin_skywalker;;;StarWars.Episode03;13.0;18.0;
222;222;.;;PUNCT;.;punct;[62, 63];.;anakin_skywalker;;;StarWars.Episode03;13.0;19.0;
223;223;.;;PUNCT;.;punct;[64, 65];.;anakin_skywalker;;;StarWars.Episode03;13.0;20.0;
224;224;good;;ADJ;JJ;amod;[66, 70];good;anakin_skywalker;;;StarWars.Episode03;13.0;21.0;
225;225;going;;NOUN;NN;ROOT;[71, 76];going;anakin_skywalker;;;StarWars.Episode03;13.0;22.0;
226;226;,;;PUNCT;,;punct;[77, 78];,;anakin_skywalker;;;StarWars.Episode03;13.0;23.0;
227;227;Artoo;r2d2;PROPN;NNP;npadvmod;[79, 84];Artoo;anakin_skywalker;PERSON;31.0;StarWars.Episode03;13.0;24.0;r2d2
228;228;.;;PUNCT;.;punct;[85, 86];.;anakin_skywalker;;;StarWars.Episode03;13.0;25.0;
229;229;;;;;;;;;;;;;;
230;230;obiwan_kenobi Next;;ADJ;JJ;amod;[0, 4];Next;obiwan_kenobi;;;StarWars.Episode03;14.0;1.0;
231;231;time;;NOUN;NN;npadvmod;[5, 9];time;obiwan_kenobi;;;StarWars.Episode03;14.0;2.0;
232;232;you;anakin_skywalker;PRON;PRP;nsubj;[10, 13];you;obiwan_kenobi;;32.0;StarWars.Episode03;14.0;3.0;anakin_skywalker
233;233;'re;;AUX;VBP;ROOT;[14, 17];'re;obiwan_kenobi;;;StarWars.Episode03;14.0;4.0;
234;234;the;;DET;DT;det;[18, 21];the;obiwan_kenobi;;;StarWars.Episode03;14.0;5.0;
235;235;bait;;NOUN;NN;attr;[22, 26];bait;obiwan_kenobi;;;StarWars.Episode03;14.0;6.0;
236;236;.;;PUNCT;.;punct;[27, 28];.;obiwan_kenobi;;;StarWars.Episode03;14.0;7.0;
