;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
54;Terminators;;NOUN;NNS;attr;[84, 95];Terminators;sheldon_cooper;ORG;;TheBigBangTheory.Season01.Episode10;2;16
55;created;;VERB;VBN;acl;[96, 103];created;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;17
56;by;;ADP;IN;agent;[104, 106];by;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;18
57;Skynet;;PROPN;NNP;pobj;[107, 113];Skynet;sheldon_cooper;ORG;;TheBigBangTheory.Season01.Episode10;2;19
58;but;;CCONJ;CC;cc;[114, 117];but;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;20
59;then;;ADV;RB;advmod;[118, 122];then;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;21
60;reprogrammed;;VERB;VBN;conj;[123, 135];reprogrammed;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;22
61;by;;ADP;IN;agent;[136, 138];by;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;23
62;the;;DET;DT;det;[139, 142];the;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;24
63;future;;NOUN;NN;amod;[143, 149];future;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;25
64;John;;PROPN;NNP;compound;[150, 154];John;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;26
65;Connor;;PROPN;NNP;pobj;[155, 161];Connor;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;27
66;,;;PUNCT;,;punct;[162, 163];,;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;28
67;why;;ADV;WRB;advmod;[164, 167];why;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;29
68;would;;VERB;MD;aux;[168, 173];would;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;30
69;Skynet;;VERB;VB;parataxis;[174, 180];Skynet;sheldon_cooper;ORG;;TheBigBangTheory.Season01.Episode10;2;31
70;,;;PUNCT;,;punct;[181, 182];,;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;32
71;an;;DET;DT;det;[183, 185];an;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;33
72;artificial;;ADJ;JJ;amod;[186, 196];artificial;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;34
73;computer;;NOUN;NN;compound;[197, 205];computer;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;35
74;intelligence;;NOUN;NN;appos;[206, 218];intelligence;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;36
75;,;;PUNCT;,;punct;[219, 220];,;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;37
76;bother;;VERB;VB;ccomp;[221, 227];bother;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;38
77;to;;PART;TO;aux;[228, 230];to;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;39
78;create;;VERB;VB;xcomp;[231, 237];create;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;40
79;a;;DET;DT;det;[238, 239];a;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;41
80;petite;;ADJ;JJ;amod;[240, 246];petite;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;42
81;hot;;ADJ;JJ;amod;[247, 250];hot;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;43
82;17;;NUM;CD;nummod;[251, 253];17;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;44
83;year;;NOUN;NN;npadvmod;[254, 258];year;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;45
84;-;;PUNCT;HYPH;punct;[259, 260];-;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;46
85;old;;ADJ;JJ;amod;[261, 264];old;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;47
86;killer;;NOUN;NN;compound;[265, 271];killer;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;48
87;robot;;NOUN;NN;dobj;[272, 277];robot;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;49
88;?;;PUNCT;.;punct;[278, 279];?;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;2;50
89;;;;;;;;;;;;;
90;leonard_hofstadter Skynet;;PROPN;NNP;nsubj;[0, 6];Skynet;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;3;1
91;is;;AUX;VBZ;ROOT;[7, 9];is;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;3;2
92;kinky;;PROPN;NNP;acomp;[10, 15];kinky;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;3;3
93;?;;PUNCT;.;punct;[16, 17];?;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;3;4
94;I;leonard_hofstadter;PRON;PRP;nsubj;[18, 19];I;leonard_hofstadter;;2;TheBigBangTheory.Season01.Episode10;3;5
95;do;;AUX;VBP;aux;[20, 22];do;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;3;6
96;n't;;PART;RB;neg;[23, 26];n't;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;3;7
97;know;;VERB;VB;ROOT;[27, 31];know;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;3;8
98;.;;PUNCT;.;punct;[32, 33];.;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;3;9
99;;;;;;;;;;;;;
100;sheldon_cooper Artificial;;ADJ;JJ;amod;[0, 10];Artificial;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;4;1
101;intelligences;;NOUN;NNS;nsubj;[11, 24];intelligence;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;4;2
102;do;;AUX;VBP;aux;[25, 27];do;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;4;3
103;not;;PART;RB;neg;[28, 31];not;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;4;4
104;have;;AUX;VB;ROOT;[32, 36];have;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;4;5
105;teen;;NOUN;NN;compound;[37, 41];teen;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;4;6
106;fetishes;;NOUN;NNS;dobj;[42, 50];fetish;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;4;7
107;.;;PUNCT;.;punct;[51, 52];.;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;4;8
108;;;;;;;;;;;;;
109;leonard_hofstadter Alright;;PROPN;NNP;ROOT;[0, 7];Alright;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;5;1
110;,;;PUNCT;,;punct;[8, 9];,;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;5;2
111;oh;;INTJ;UH;intj;[10, 12];oh;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;5;3
112;wait;;VERB;VB;advcl;[13, 17];wait;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;5;4
113;,;;PUNCT;,;punct;[18, 19];,;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;5;5
114;they;;PRON;PRP;nsubj;[20, 24];they;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;5;6
115;use;;VERB;VBP;ROOT;[25, 28];use;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;5;7
116;it;;PRON;PRP;dobj;[29, 31];it;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;5;8
117;to;;ADP;IN;aux;[32, 34];to;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;5;9
118;in;;ADP;IN;xcomp;[35, 37];in;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;5;10
119;...;;PUNCT;NFP;punct;[38, 41];...;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;5;11
120;.;;PUNCT;.;punct;[42, 43];.;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;5;12
121;;;;;;;;;;;;;
122;sheldon_cooper ,;;PUNCT;,;punct;[0, 1];,;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;6;1
123;too;;ADV;RB;advmod;[2, 5];too;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;6;2
124;late;;ADV;RB;advmod;[6, 10];late;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;6;3
125;,;;PUNCT;,;punct;[11, 12];,;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;6;4
126;I;sheldon_cooper;PRON;PRP;nsubj;[13, 14];I;sheldon_cooper;;3;TheBigBangTheory.Season01.Episode10;6;5
127;win;;VERB;VBP;ROOT;[15, 18];win;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;6;6
128;.;;PUNCT;.;punct;[19, 20];.;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;6;7
129;;;;;;;;;;;;;
130;penny Let;;VERB;VB;ROOT;[0, 3];Let;penny;;;TheBigBangTheory.Season01.Episode10;7;1
131;'s;;PRON;PRP;nsubj;[4, 6];'s;penny;;;TheBigBangTheory.Season01.Episode10;7;2
132;go;;VERB;VB;ccomp;[7, 9];go;penny;;;TheBigBangTheory.Season01.Episode10;7;3
133;-;;PUNCT;HYPH;punct;[10, 11];-;penny;;;TheBigBangTheory.Season01.Episode10;7;4
134;oh;;INTJ;UH;intj;[12, 14];oh;penny;;;TheBigBangTheory.Season01.Episode10;7;5
135;-;;PUNCT;HYPH;punct;[15, 16];-;penny;;;TheBigBangTheory.Season01.Episode10;7;6
136;oh;;INTJ;UH;intj;[17, 19];oh;penny;;;TheBigBangTheory.Season01.Episode10;7;7
137;Ou;;PROPN;NNP;compound;[20, 22];Ou;penny;;;TheBigBangTheory.Season01.Episode10;7;8
138;-;;PUNCT;HYPH;punct;[23, 24];-;penny;;;TheBigBangTheory.Season01.Episode10;7;9
139;oooo;;PROPN;NNP;compound;[25, 29];oooo;penny;;;TheBigBangTheory.Season01.Episode10;7;10
140;-;;PUNCT;HYPH;punct;[30, 31];-;penny;;;TheBigBangTheory.Season01.Episode10;7;11
141;ut;;PROPN;NNP;ROOT;[32, 34];ut;penny;;;TheBigBangTheory.Season01.Episode10;7;12
142;tonight;;NOUN;NN;npadvmod;[35, 42];tonight;penny;TIME;;TheBigBangTheory.Season01.Episode10;7;13
143;.;;PUNCT;.;punct;[43, 44];.;penny;;;TheBigBangTheory.Season01.Episode10;7;14
144;I;penny;PRON;PRP;nsubj;[45, 46];I;penny;;4;TheBigBangTheory.Season01.Episode10;7;15
145;have;;AUX;VBP;ROOT;[47, 51];have;penny;;;TheBigBangTheory.Season01.Episode10;7;16
146;to;;PART;TO;aux;[52, 54];to;penny;;;TheBigBangTheory.Season01.Episode10;7;17
147;go;;VERB;VB;xcomp;[55, 57];go;penny;;;TheBigBangTheory.Season01.Episode10;7;18
148;-;;PUNCT;HYPH;punct;[58, 59];-;penny;;;TheBigBangTheory.Season01.Episode10;7;19
149;oh;;INTJ;UH;intj;[60, 62];oh;penny;;;TheBigBangTheory.Season01.Episode10;7;20
150;-;;PUNCT;HYPH;punct;[63, 64];-;penny;;;TheBigBangTheory.Season01.Episode10;7;21
151;oh;;INTJ;UH;intj;[65, 67];oh;penny;;;TheBigBangTheory.Season01.Episode10;7;22
152;-;;PUNCT;HYPH;punct;[68, 69];-;penny;;;TheBigBangTheory.Season01.Episode10;7;23
153;oh;;INTJ;UH;intj;[70, 72];oh;penny;;;TheBigBangTheory.Season01.Episode10;7;24
154;ou;;PROPN;NNP;compound;[73, 75];ou;penny;;;TheBigBangTheory.Season01.Episode10;7;25
155;-;;PUNCT;HYPH;punct;[76, 77];-;penny;;;TheBigBangTheory.Season01.Episode10;7;26
156;ooooo;;PROPN;NNP;compound;[78, 83];ooooo;penny;;;TheBigBangTheory.Season01.Episode10;7;27
157;-;;PUNCT;HYPH;punct;[84, 85];-;penny;;;TheBigBangTheory.Season01.Episode10;7;28
158;ut;;PROPN;NNP;ROOT;[86, 88];ut;penny;;;TheBigBangTheory.Season01.Episode10;7;29
159;tonight;;NOUN;NN;npadvmod;[89, 96];tonight;penny;TIME;;TheBigBangTheory.Season01.Episode10;7;30
160;.;;PUNCT;.;punct;[97, 98];.;penny;;;TheBigBangTheory.Season01.Episode10;7;31
161;;;;;;;;;;;;;
162;leonard_hofstadter What;;PRON;WP;attr;[0, 4];What;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;8;1
163;the;;DET;DT;det;[5, 8];the;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;8;2
164;hell;;NOUN;NN;nsubj;[9, 13];hell;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;8;3
165;is;;AUX;VBZ;ROOT;[14, 16];is;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;8;4
166;that;;DET;DT;nsubj;[17, 21];that;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;8;5
167;?;;PUNCT;.;punct;[22, 23];?;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;8;6
168;;;;;;;;;;;;;
169;sheldon_cooper I;sheldon_cooper;PRON;PRP;nsubj;[0, 1];I;sheldon_cooper;;5;TheBigBangTheory.Season01.Episode10;9;1
170;do;;AUX;VBP;aux;[2, 4];do;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;2
171;n't;;PART;RB;neg;[5, 8];n't;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;3
172;know;;VERB;VB;ROOT;[9, 13];know;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;4
173;,;;PUNCT;,;punct;[14, 15];,;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;5
174;but;;CCONJ;CC;cc;[16, 19];but;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;6
175;if;;SCONJ;IN;mark;[20, 22];if;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;7
176;cats;;NOUN;NNS;nsubj;[23, 27];cat;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;8
177;could;;VERB;MD;aux;[28, 33];could;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;9
178;sing;;VERB;VB;advcl;[34, 38];sing;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;10
179;,;;PUNCT;,;punct;[39, 40];,;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;11
180;they;;PRON;PRP;nsubj;[41, 45];they;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;12
181;'d;;VERB;MD;aux;[46, 48];'d;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;13
182;hate;;VERB;VB;conj;[49, 53];hate;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;14
183;it;;PRON;PRP;dobj;[54, 56];it;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;15
184;too;;ADV;RB;advmod;[57, 60];too;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;16
185;.;;PUNCT;.;punct;[61, 62];.;sheldon_cooper;;;TheBigBangTheory.Season01.Episode10;9;17
186;;;;;;;;;;;;;
187;penny You;sheldon_cooper;PRON;PRP;compound;[0, 3];You;penny;;6;TheBigBangTheory.Season01.Episode10;10;1
188;wanna;;PROPN;NNP;compound;[4, 9];wanna;penny;;;TheBigBangTheory.Season01.Episode10;10;2
189;prowl;;PROPN;NNP;npadvmod;[10, 15];prowl;penny;;;TheBigBangTheory.Season01.Episode10;10;3
190;,;;PUNCT;,;punct;[16, 17];,;penny;;;TheBigBangTheory.Season01.Episode10;10;4
191;be;;AUX;VB;ROOT;[18, 20];be;penny;;;TheBigBangTheory.Season01.Episode10;10;5
192;my;penny;DET;PRP$;poss;[21, 23];my;penny;;7;TheBigBangTheory.Season01.Episode10;10;6
193;night;;NOUN;NN;compound;[24, 29];night;penny;;;TheBigBangTheory.Season01.Episode10;10;7
194;owl;;NOUN;NN;attr;[30, 33];owl;penny;;;TheBigBangTheory.Season01.Episode10;10;8
195;,;;PUNCT;,;punct;[34, 35];,;penny;;;TheBigBangTheory.Season01.Episode10;10;9
196;we;multiple_persons;PRON;PRP;nsubj;[36, 38];we;penny;;8;TheBigBangTheory.Season01.Episode10;10;10
197;'ll;;VERB;MD;aux;[39, 42];'ll;penny;;;TheBigBangTheory.Season01.Episode10;10;11
198;take;;VERB;VB;ROOT;[43, 47];take;penny;;;TheBigBangTheory.Season01.Episode10;10;12
199;my;penny;DET;PRP$;dobj;[48, 50];my;penny;;9;TheBigBangTheory.Season01.Episode10;10;13
200;...;;PUNCT;:;punct;[51, 54];...;penny;;;TheBigBangTheory.Season01.Episode10;10;14
201;Hey;;INTJ;UH;compound;[55, 58];Hey;penny;;;TheBigBangTheory.Season01.Episode10;10;15
202;guys;;NOUN;NNS;ROOT;[59, 63];guy;penny;;;TheBigBangTheory.Season01.Episode10;10;16
203;,;;PUNCT;,;punct;[64, 65];,;penny;;;TheBigBangTheory.Season01.Episode10;10;17
204;hi;;INTJ;UH;intj;[66, 68];hi;penny;;;TheBigBangTheory.Season01.Episode10;10;18
205;!;;PUNCT;.;punct;[69, 70];!;penny;;;TheBigBangTheory.Season01.Episode10;10;19
206;Where;;ADV;WRB;advmod;[71, 76];Where;penny;;;TheBigBangTheory.Season01.Episode10;10;20
207;you;sheldon_cooper;PRON;PRP;nsubj;[77, 80];you;penny;;10;TheBigBangTheory.Season01.Episode10;10;21
208;going;;VERB;VBG;ROOT;[81, 86];going;penny;;;TheBigBangTheory.Season01.Episode10;10;22
209;?;;PUNCT;.;punct;[87, 88];?;penny;;;TheBigBangTheory.Season01.Episode10;10;23
210;;;;;;;;;;;;;
211;leonard_hofstadter What;;PRON;WP;ROOT;[0, 4];What;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;1
212;?;;PUNCT;.;punct;[5, 6];?;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;2
213;Oh;;INTJ;UH;intj;[7, 9];Oh;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;3
214;we;multiple_persons;PRON;PRP;nsubj;[10, 12];we;leonard_hofstadter;;11;TheBigBangTheory.Season01.Episode10;11;4
215;just;;ADV;RB;advmod;[13, 17];just;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;5
216;had;;AUX;VBD;ROOT;[18, 21];had;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;6
217;to;;PART;TO;xcomp;[22, 24];to;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;7
218;...;;PUNCT;NFP;punct;[25, 28];...;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;8
219;mail;;VERB;VB;ROOT;[29, 33];mail;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;9
220;some;;DET;DT;det;[34, 38];some;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;10
221;letters;;NOUN;NNS;dobj;[39, 46];letter;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;11
222;and;;CCONJ;CC;cc;[47, 50];and;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;12
223;throw;;VERB;VB;conj;[51, 56];throw;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;13
224;away;;ADV;RB;advmod;[57, 61];away;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;14
225;some;;DET;DT;det;[62, 66];some;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;15
226;chicken;;NOUN;NN;dobj;[67, 74];chicken;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;16
227;.;;PUNCT;.;punct;[75, 76];.;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;11;17
228;;;;;;;;;;;;;
229;penny You;leonard_hofstadter;PRON;PRP;nsubj;[0, 3];You;penny;;12;TheBigBangTheory.Season01.Episode10;12;1
230;'ll;;VERB;MD;aux;[4, 7];'ll;penny;;;TheBigBangTheory.Season01.Episode10;12;2
231;never;;ADV;RB;neg;[8, 13];never;penny;;;TheBigBangTheory.Season01.Episode10;12;3
232;guess;;VERB;VB;ROOT;[14, 19];guess;penny;;;TheBigBangTheory.Season01.Episode10;12;4
233;what;;PRON;WP;nsubj;[20, 24];what;penny;;;TheBigBangTheory.Season01.Episode10;12;5
234;just;;ADV;RB;advmod;[25, 29];just;penny;;;TheBigBangTheory.Season01.Episode10;12;6
235;happened;;VERB;VBD;ccomp;[30, 38];happened;penny;;;TheBigBangTheory.Season01.Episode10;12;7
236;.;;PUNCT;.;punct;[39, 40];.;penny;;;TheBigBangTheory.Season01.Episode10;12;8
237;;;;;;;;;;;;;
238;leonard_hofstadter Oh;;INTJ;UH;intj;[0, 2];Oh;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;13;1
239;,;;PUNCT;,;punct;[3, 4];,;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;13;2
240;I;leonard_hofstadter;PRON;PRP;nsubj;[5, 6];I;leonard_hofstadter;;13;TheBigBangTheory.Season01.Episode10;13;3
241;give;;VERB;VBP;ROOT;[7, 11];give;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode10;13;4
