;Unnamed: 0;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord;labelDoccano
30;30;she;UNKNOWN;PRON;PRP;nsubj;[20, 23];she;robert_baratheon;;5.0;GameOfThrones.Season01.Episode06;4.0;5.0;catelyn_stark
31;31;had;;AUX;VBD;ccomp;[24, 27];had;robert_baratheon;;;GameOfThrones.Season01.Episode06;4.0;6.0;
32;32;it;;PRON;PRP;dobj;[28, 30];it;robert_baratheon;;;GameOfThrones.Season01.Episode06;4.0;7.0;
33;33;in;;ADP;IN;prep;[31, 33];in;robert_baratheon;;;GameOfThrones.Season01.Episode06;4.0;8.0;
34;34;her;UNKNOWN;PRON;PRP;pobj;[34, 37];her;robert_baratheon;;6.0;GameOfThrones.Season01.Episode06;4.0;9.0;catelyn_stark
35;35;?;;PUNCT;.;punct;[38, 39];?;robert_baratheon;;;GameOfThrones.Season01.Episode06;4.0;10.0;
36;36;;;;;;;;;;;;;;
37;37;cersei_lannister By;;ADP;IN;ROOT;[0, 2];By;cersei_lannister;;;GameOfThrones.Season01.Episode06;5.0;1.0;
38;38;what;;PRON;WP;nsubj;[3, 7];what;cersei_lannister;;;GameOfThrones.Season01.Episode06;5.0;2.0;
39;39;right;;NOUN;NN;advmod;[8, 13];right;cersei_lannister;;;GameOfThrones.Season01.Episode06;5.0;3.0;
40;40;dare;;VERB;VBP;pcomp;[14, 18];dare;cersei_lannister;;;GameOfThrones.Season01.Episode06;5.0;4.0;
41;41;you;robert_baratheon;PRON;PRP;nsubj;[19, 22];you;cersei_lannister;;7.0;GameOfThrones.Season01.Episode06;5.0;5.0;robert_baratheon
42;42;lay;;VERB;VBP;ccomp;[23, 26];lay;cersei_lannister;;;GameOfThrones.Season01.Episode06;5.0;6.0;
43;43;hands;;NOUN;NNS;dobj;[27, 32];hand;cersei_lannister;;;GameOfThrones.Season01.Episode06;5.0;7.0;
44;44;on;;ADP;IN;prep;[33, 35];on;cersei_lannister;;;GameOfThrones.Season01.Episode06;5.0;8.0;
45;45;my;cersei_lannister;DET;PRP$;poss;[36, 38];my;cersei_lannister;;8.0;GameOfThrones.Season01.Episode06;5.0;9.0;cersei_lannister
46;46;blood;;NOUN;NN;pobj;[39, 44];blood;cersei_lannister;;;GameOfThrones.Season01.Episode06;5.0;10.0;
47;47;?;;PUNCT;.;punct;[45, 46];?;cersei_lannister;;;GameOfThrones.Season01.Episode06;5.0;11.0;
48;48;;;;;;;;;;;;;;
49;49;eddard_stark I;eddard_stark;PRON;PRP;nsubj;[0, 1];I;eddard_stark;;9.0;GameOfThrones.Season01.Episode06;6.0;1.0;eddard_stark
50;50;am;;AUX;VBP;ROOT;[2, 4];am;eddard_stark;;;GameOfThrones.Season01.Episode06;6.0;2.0;
51;51;the;;DET;DT;det;[5, 8];the;eddard_stark;;;GameOfThrones.Season01.Episode06;6.0;3.0;
52;52;King;;PROPN;NNP;attr;[9, 13];King;eddard_stark;;;GameOfThrones.Season01.Episode06;6.0;4.0;robert_baratheon
53;53;’s;;PART;POS;punct;[14, 16];’s;eddard_stark;;;GameOfThrones.Season01.Episode06;6.0;5.0;
54;54;Hand;;PROPN;NNP;appos;[17, 21];Hand;eddard_stark;;;GameOfThrones.Season01.Episode06;6.0;6.0;eddard_stark
55;55;-;;PUNCT;HYPH;ROOT;[22, 23];-;eddard_stark;;;GameOfThrones.Season01.Episode06;6.0;7.0;
56;56;.;;PUNCT;.;punct;[24, 25];.;eddard_stark;;;GameOfThrones.Season01.Episode06;6.0;8.0;
57;57;;;;;;;;;;;;;;
58;58;cersei_lannister You;eddard_stark;PRON;PRP;nsubj;[0, 3];You;cersei_lannister;;10.0;GameOfThrones.Season01.Episode06;7.0;1.0;eddard_stark
59;59;were;;AUX;VBD;ROOT;[4, 8];were;cersei_lannister;;;GameOfThrones.Season01.Episode06;7.0;2.0;
60;60;the;;DET;DT;det;[9, 12];the;cersei_lannister;;;GameOfThrones.Season01.Episode06;7.0;3.0;
61;61;King;;PROPN;NNP;attr;[13, 17];King;cersei_lannister;;;GameOfThrones.Season01.Episode06;7.0;4.0;robert_baratheon
62;62;’s;;PUNCT;'';punct;[18, 20];’s;cersei_lannister;;;GameOfThrones.Season01.Episode06;7.0;5.0;
63;63;Hand;;PROPN;NNP;appos;[21, 25];Hand;cersei_lannister;;;GameOfThrones.Season01.Episode06;7.0;6.0;eddard_stark
64;64;!;;PUNCT;.;punct;[26, 27];!;cersei_lannister;;;GameOfThrones.Season01.Episode06;7.0;7.0;
65;65;;;;;;;;;;;;;;
66;66;eddard_stark -;;PUNCT;:;punct;[0, 1];-;eddard_stark;;;GameOfThrones.Season01.Episode06;8.0;1.0;
67;67;trying;;VERB;VBG;ROOT;[2, 8];trying;eddard_stark;;;GameOfThrones.Season01.Episode06;8.0;2.0;
68;68;to;;PART;TO;aux;[9, 11];to;eddard_stark;;;GameOfThrones.Season01.Episode06;8.0;3.0;
69;69;keep;;VERB;VB;xcomp;[12, 16];keep;eddard_stark;;;GameOfThrones.Season01.Episode06;8.0;4.0;
70;70;the;;DET;DT;det;[17, 20];the;eddard_stark;;;GameOfThrones.Season01.Episode06;8.0;5.0;
71;71;peace;;NOUN;NN;dobj;[21, 26];peace;eddard_stark;;;GameOfThrones.Season01.Episode06;8.0;6.0;
72;72;-;;PUNCT;:;punct;[27, 28];-;eddard_stark;;;GameOfThrones.Season01.Episode06;8.0;7.0;
73;73;.;;PUNCT;.;punct;[29, 30];.;eddard_stark;;;GameOfThrones.Season01.Episode06;8.0;8.0;
74;74;;;;;;;;;;;;;;
75;75;cersei_lannister You;eddard_stark;PRON;PRP;nsubjpass;[0, 3];You;cersei_lannister;;11.0;GameOfThrones.Season01.Episode06;9.0;1.0;eddard_stark
76;76;shall;;VERB;MD;aux;[4, 9];shall;cersei_lannister;;;GameOfThrones.Season01.Episode06;9.0;2.0;
77;77;now;;ADV;RB;advmod;[10, 13];now;cersei_lannister;;;GameOfThrones.Season01.Episode06;9.0;3.0;
78;78;be;;AUX;VB;auxpass;[14, 16];be;cersei_lannister;;;GameOfThrones.Season01.Episode06;9.0;4.0;
79;79;held;;VERB;VBN;ROOT;[17, 21];held;cersei_lannister;;;GameOfThrones.Season01.Episode06;9.0;5.0;
80;80;accountable;;ADJ;JJ;oprd;[22, 33];accountable;cersei_lannister;;;GameOfThrones.Season01.Episode06;9.0;6.0;
81;81;.;;PUNCT;.;punct;[34, 35];.;cersei_lannister;;;GameOfThrones.Season01.Episode06;9.0;7.0;
82;82;;;;;;;;;;;;;;
83;83;robert_baratheon Oh;;INTJ;UH;intj;[0, 2];Oh;robert_baratheon;;;GameOfThrones.Season01.Episode06;10.0;1.0;
84;84;,;;PUNCT;,;punct;[3, 4];,;robert_baratheon;;;GameOfThrones.Season01.Episode06;10.0;2.0;
85;85;will;will;VERB;MD;aux;[5, 9];will;robert_baratheon;;12.0;GameOfThrones.Season01.Episode06;10.0;3.0;
86;86;both;;DET;DT;nsubj;[10, 14];both;robert_baratheon;;;GameOfThrones.Season01.Episode06;10.0;4.0;
87;87;of;;ADP;IN;prep;[15, 17];of;robert_baratheon;;;GameOfThrones.Season01.Episode06;10.0;5.0;
88;88;you;cersei_lannister;PRON;PRP;pobj;[18, 21];you;robert_baratheon;;13.0;GameOfThrones.Season01.Episode06;10.0;6.0;multiple_persons
89;89;shut;;VERB;VBP;ROOT;[22, 26];shut;robert_baratheon;;;GameOfThrones.Season01.Episode06;10.0;7.0;
90;90;your;cersei_lannister;DET;PRP$;poss;[27, 31];your;robert_baratheon;;14.0;GameOfThrones.Season01.Episode06;10.0;8.0;multiple_persons
91;91;mouths;;NOUN;NNS;dobj;[32, 38];mouth;robert_baratheon;;;GameOfThrones.Season01.Episode06;10.0;9.0;
92;92;?;;PUNCT;.;punct;[39, 40];?;robert_baratheon;;;GameOfThrones.Season01.Episode06;10.0;10.0;
93;93;Catelyn;catelyn_stark;PROPN;NNP;nsubj;[41, 48];Catelyn;robert_baratheon;GPE;15.0;GameOfThrones.Season01.Episode06;10.0;11.0;catelyn_stark
94;94;will;will;VERB;MD;aux;[49, 53];will;robert_baratheon;;16.0;GameOfThrones.Season01.Episode06;10.0;12.0;
95;95;release;;VERB;VB;ROOT;[54, 61];release;robert_baratheon;;;GameOfThrones.Season01.Episode06;10.0;13.0;
96;96;Tyrion;tyrion_lannister;PROPN;NNP;dobj;[62, 68];Tyrion;robert_baratheon;;17.0;GameOfThrones.Season01.Episode06;10.0;14.0;tyrion_lannister
97;97;and;;CCONJ;CC;cc;[69, 72];and;robert_baratheon;;;GameOfThrones.Season01.Episode06;10.0;15.0;
98;98;you;cersei_lannister;PRON;PRP;nsubj;[73, 76];you;robert_baratheon;;18.0;GameOfThrones.Season01.Episode06;10.0;16.0;cersei_lannister
99;99;’ll;;VERB;MD;aux;[77, 80];’ll;robert_baratheon;;;GameOfThrones.Season01.Episode06;10.0;17.0;
100;100;make;;VERB;VB;conj;[81, 85];make;robert_baratheon;;;GameOfThrones.Season01.Episode06;10.0;18.0;
101;101;your;cersei_lannister;DET;PRP$;poss;[86, 90];your;robert_baratheon;;19.0;GameOfThrones.Season01.Episode06;10.0;19.0;cersei_lannister
102;102;peace;;NOUN;NN;dobj;[91, 96];peace;robert_baratheon;;;GameOfThrones.Season01.Episode06;10.0;20.0;
103;103;with;;ADP;IN;prep;[97, 101];with;robert_baratheon;;;GameOfThrones.Season01.Episode06;10.0;21.0;
104;104;Jaime;jaime_lannister;PROPN;NNP;pobj;[102, 107];Jaime;robert_baratheon;PERSON;20.0;GameOfThrones.Season01.Episode06;10.0;22.0;jaime_lannister
105;105;.;;PUNCT;.;punct;[108, 109];.;robert_baratheon;;;GameOfThrones.Season01.Episode06;10.0;23.0;
106;106;;;;;;;;;;;;;;
107;107;eddard_stark He;UNKNOWN;PRON;PRP;nsubj;[0, 2];He;eddard_stark;;21.0;GameOfThrones.Season01.Episode06;11.0;1.0;tyrion_lannister
108;108;butchered;;VERB;VBD;ROOT;[3, 12];butchered;eddard_stark;;;GameOfThrones.Season01.Episode06;11.0;2.0;
109;109;my;eddard_stark;DET;PRP$;poss;[13, 15];my;eddard_stark;;22.0;GameOfThrones.Season01.Episode06;11.0;3.0;eddard_stark
110;110;men;;NOUN;NNS;dobj;[16, 19];men;eddard_stark;;;GameOfThrones.Season01.Episode06;11.0;4.0;
111;111;.;;PUNCT;.;punct;[20, 21];.;eddard_stark;;;GameOfThrones.Season01.Episode06;11.0;5.0;
112;112;;;;;;;;;;;;;;
113;113;cersei_lannister Lord;lord_varys;PROPN;NNP;compound;[0, 4];Lord;cersei_lannister;;23.0;GameOfThrones.Season01.Episode06;12.0;1.0;lord_varys
114;114;Stark;benjen_stark;PROPN;NNP;nsubj;[5, 10];Stark;cersei_lannister;;24.0;GameOfThrones.Season01.Episode06;12.0;2.0;eddard_stark
115;115;was;;AUX;VBD;aux;[11, 14];wa;cersei_lannister;;;GameOfThrones.Season01.Episode06;12.0;3.0;
116;116;returning;;VERB;VBG;ROOT;[15, 24];returning;cersei_lannister;;;GameOfThrones.Season01.Episode06;12.0;4.0;
117;117;drunk;;ADJ;JJ;acomp;[25, 30];drunk;cersei_lannister;;;GameOfThrones.Season01.Episode06;12.0;5.0;
118;118;from;;ADP;IN;prep;[31, 35];from;cersei_lannister;;;GameOfThrones.Season01.Episode06;12.0;6.0;
119;119;a;;DET;DT;det;[36, 37];a;cersei_lannister;;;GameOfThrones.Season01.Episode06;12.0;7.0;
120;120;brothel;;NOUN;NN;pobj;[38, 45];brothel;cersei_lannister;;;GameOfThrones.Season01.Episode06;12.0;8.0;
121;121;when;;ADV;WRB;advmod;[46, 50];when;cersei_lannister;;;GameOfThrones.Season01.Episode06;12.0;9.0;
122;122;his;UNKNOWN;DET;PRP$;poss;[51, 54];his;cersei_lannister;;25.0;GameOfThrones.Season01.Episode06;12.0;10.0;eddard_stark
123;123;men;;NOUN;NNS;nsubj;[55, 58];men;cersei_lannister;;;GameOfThrones.Season01.Episode06;12.0;11.0;
124;124;attacked;;VERB;VBD;advcl;[59, 67];attacked;cersei_lannister;;;GameOfThrones.Season01.Episode06;12.0;12.0;
125;125;Jaime;jaime_lannister;PROPN;NNP;dobj;[68, 73];Jaime;cersei_lannister;;26.0;GameOfThrones.Season01.Episode06;12.0;13.0;jaime_lannister
126;126;.;;PUNCT;.;punct;[74, 75];.;cersei_lannister;;;GameOfThrones.Season01.Episode06;12.0;14.0;
127;127;;;;;;;;;;;;;;
128;128;robert_baratheon Quiet;;PROPN;NNP;ROOT;[0, 5];Quiet;robert_baratheon;;;GameOfThrones.Season01.Episode06;13.0;1.0;
129;129;,;;PUNCT;,;punct;[6, 7];,;robert_baratheon;;;GameOfThrones.Season01.Episode06;13.0;2.0;
130;130;woman;;NOUN;NN;appos;[8, 13];woman;robert_baratheon;;;GameOfThrones.Season01.Episode06;13.0;3.0;cersei_lannister
131;131;.;;PUNCT;.;punct;[14, 15];.;robert_baratheon;;;GameOfThrones.Season01.Episode06;13.0;4.0;
132;132;;;;;;;;;;;;;;
133;133;eddard_stark Jaime;jaime_lannister;PROPN;NNP;nsubj;[0, 5];Jaime;eddard_stark;;27.0;GameOfThrones.Season01.Episode06;14.0;1.0;jaime_lannister
134;134;has;;AUX;VBZ;aux;[6, 9];ha;eddard_stark;;;GameOfThrones.Season01.Episode06;14.0;2.0;
135;135;fled;;VERB;VBN;ROOT;[10, 14];fled;eddard_stark;;;GameOfThrones.Season01.Episode06;14.0;3.0;
136;136;the;;DET;DT;det;[15, 18];the;eddard_stark;;;GameOfThrones.Season01.Episode06;14.0;4.0;
137;137;city;;NOUN;NN;dobj;[19, 23];city;eddard_stark;;;GameOfThrones.Season01.Episode06;14.0;5.0;
138;138;.;;PUNCT;.;punct;[24, 25];.;eddard_stark;;;GameOfThrones.Season01.Episode06;14.0;6.0;
139;139;Give;;VERB;VB;ROOT;[26, 30];Give;eddard_stark;;;GameOfThrones.Season01.Episode06;14.0;7.0;
140;140;me;eddard_stark;PRON;PRP;dative;[31, 33];me;eddard_stark;;28.0;GameOfThrones.Season01.Episode06;14.0;8.0;eddard_stark
141;141;leave;;VERB;VB;dobj;[34, 39];leave;eddard_stark;;;GameOfThrones.Season01.Episode06;14.0;9.0;
142;142;to;;PART;TO;aux;[40, 42];to;eddard_stark;;;GameOfThrones.Season01.Episode06;14.0;10.0;
143;143;bring;;VERB;VB;xcomp;[43, 48];bring;eddard_stark;;;GameOfThrones.Season01.Episode06;14.0;11.0;
144;144;him;UNKNOWN;PRON;PRP;dobj;[49, 52];him;eddard_stark;;29.0;GameOfThrones.Season01.Episode06;14.0;12.0;jaime_lannister
145;145;back;;ADV;RB;advmod;[53, 57];back;eddard_stark;;;GameOfThrones.Season01.Episode06;14.0;13.0;
146;146;to;;ADP;IN;prep;[58, 60];to;eddard_stark;;;GameOfThrones.Season01.Episode06;14.0;14.0;
147;147;justice;;NOUN;NN;pobj;[61, 68];justice;eddard_stark;;;GameOfThrones.Season01.Episode06;14.0;15.0;
148;148;.;;PUNCT;.;punct;[69, 70];.;eddard_stark;;;GameOfThrones.Season01.Episode06;14.0;16.0;
149;149;;;;;;;;;;;;;;
150;150;cersei_lannister I;cersei_lannister;PRON;PRP;nsubj;[0, 1];I;cersei_lannister;;30.0;GameOfThrones.Season01.Episode06;15.0;1.0;cersei_lannister
151;151;took;;VERB;VBD;ROOT;[2, 6];took;cersei_lannister;;;GameOfThrones.Season01.Episode06;15.0;2.0;
152;152;you;eddard_stark;PRON;PRP;dobj;[7, 10];you;cersei_lannister;;31.0;GameOfThrones.Season01.Episode06;15.0;3.0;robert_baratheon
153;153;for;;ADP;IN;prep;[11, 14];for;cersei_lannister;;;GameOfThrones.Season01.Episode06;15.0;4.0;
154;154;a;;DET;DT;det;[15, 16];a;cersei_lannister;;;GameOfThrones.Season01.Episode06;15.0;5.0;
155;155;king;;NOUN;NN;pobj;[17, 21];king;cersei_lannister;;;GameOfThrones.Season01.Episode06;15.0;6.0;
156;156;.;;PUNCT;.;punct;[22, 23];.;cersei_lannister;;;GameOfThrones.Season01.Episode06;15.0;7.0;
157;157;;;;;;;;;;;;;;
158;158;robert_baratheon Hold;;VERB;VB;ROOT;[0, 4];Hold;robert_baratheon;;;GameOfThrones.Season01.Episode06;16.0;1.0;
159;159;your;cersei_lannister;DET;PRP$;poss;[5, 9];your;robert_baratheon;;32.0;GameOfThrones.Season01.Episode06;16.0;2.0;cersei_lannister
160;160;tongue;;NOUN;NN;dobj;[10, 16];tongue;robert_baratheon;;;GameOfThrones.Season01.Episode06;16.0;3.0;
161;161;.;;PUNCT;.;punct;[17, 18];.;robert_baratheon;;;GameOfThrones.Season01.Episode06;16.0;4.0;
162;162;;;;;;;;;;;;;;
163;163;cersei_lannister He;UNKNOWN;PRON;PRP;nsubj;[0, 2];He;cersei_lannister;;33.0;GameOfThrones.Season01.Episode06;17.0;1.0;eddard_stark
164;164;’s;;VERB;VBZ;punct;[3, 5];’s;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;2.0;
165;165;attacked;;VERB;VBN;ROOT;[6, 14];attacked;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;3.0;
166;166;my;cersei_lannister;DET;PRP$;poss;[15, 17];my;cersei_lannister;;34.0;GameOfThrones.Season01.Episode06;17.0;4.0;cersei_lannister
167;167;brother;;NOUN;NN;dobj;[18, 25];brother;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;5.0;jaime_lannister
168;168;and;;CCONJ;CC;cc;[26, 29];and;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;6.0;
169;169;abducted;;VERB;VBD;conj;[30, 38];abducted;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;7.0;
170;170;the;;DET;DT;det;[39, 42];the;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;8.0;
171;171;other;;ADJ;JJ;dobj;[43, 48];other;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;9.0;
172;172;.;;PUNCT;.;punct;[49, 50];.;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;10.0;
173;173;I;cersei_lannister;PRON;PRP;nsubj;[51, 52];I;cersei_lannister;;35.0;GameOfThrones.Season01.Episode06;17.0;11.0;cersei_lannister
174;174;should;;VERB;MD;aux;[53, 59];should;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;12.0;
175;175;wear;;VERB;VB;ROOT;[60, 64];wear;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;13.0;
176;176;the;;DET;DT;det;[65, 68];the;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;14.0;
177;177;armor;;NOUN;NN;dobj;[69, 74];armor;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;15.0;
178;178;and;;CCONJ;CC;cc;[75, 78];and;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;16.0;
179;179;you;robert_baratheon;PRON;PRP;conj;[79, 82];you;cersei_lannister;;36.0;GameOfThrones.Season01.Episode06;17.0;17.0;robert_baratheon
180;180;the;;DET;DT;det;[83, 86];the;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;18.0;
181;181;gown;;NOUN;NN;appos;[87, 91];gown;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;19.0;
182;182;.;;PUNCT;.;punct;[92, 93];.;cersei_lannister;;;GameOfThrones.Season01.Episode06;17.0;20.0;
183;183;;;;;;;;;;;;;;
184;184;cersei_lannister I;cersei_lannister;PRON;PRP;nsubj;[0, 1];I;cersei_lannister;;37.0;GameOfThrones.Season01.Episode06;18.0;1.0;cersei_lannister
185;185;shall;;VERB;MD;aux;[2, 7];shall;cersei_lannister;;;GameOfThrones.Season01.Episode06;18.0;2.0;
186;186;wear;;VERB;VB;ROOT;[8, 12];wear;cersei_lannister;;;GameOfThrones.Season01.Episode06;18.0;3.0;
187;187;this;;DET;DT;dobj;[13, 17];this;cersei_lannister;;;GameOfThrones.Season01.Episode06;18.0;4.0;
188;188;like;;SCONJ;IN;prep;[18, 22];like;cersei_lannister;;;GameOfThrones.Season01.Episode06;18.0;5.0;
189;189;a;;DET;DT;det;[23, 24];a;cersei_lannister;;;GameOfThrones.Season01.Episode06;18.0;6.0;
190;190;badge;;NOUN;NN;pobj;[25, 30];badge;cersei_lannister;;;GameOfThrones.Season01.Episode06;18.0;7.0;
191;191;of;;ADP;IN;prep;[31, 33];of;cersei_lannister;;;GameOfThrones.Season01.Episode06;18.0;8.0;
192;192;honor;;NOUN;NN;pobj;[34, 39];honor;cersei_lannister;;;GameOfThrones.Season01.Episode06;18.0;9.0;
193;193;.;;PUNCT;.;punct;[40, 41];.;cersei_lannister;;;GameOfThrones.Season01.Episode06;18.0;10.0;
194;194;;;;;;;;;;;;;;
195;195;robert_baratheon Wear;;VERB;VB;ROOT;[0, 4];Wear;robert_baratheon;;;GameOfThrones.Season01.Episode06;19.0;1.0;
196;196;it;;PRON;PRP;dobj;[5, 7];it;robert_baratheon;;;GameOfThrones.Season01.Episode06;19.0;2.0;
197;197;in;;ADP;IN;prep;[8, 10];in;robert_baratheon;;;GameOfThrones.Season01.Episode06;19.0;3.0;
198;198;silence;;NOUN;NN;pobj;[11, 18];silence;robert_baratheon;;;GameOfThrones.Season01.Episode06;19.0;4.0;
199;199;or;;CCONJ;CC;cc;[19, 21];or;robert_baratheon;;;GameOfThrones.Season01.Episode06;19.0;5.0;
200;200;I;robert_baratheon;PRON;PRP;nsubj;[22, 23];I;robert_baratheon;;38.0;GameOfThrones.Season01.Episode06;19.0;6.0;robert_baratheon
201;201;’ll;;VERB;MD;aux;[24, 27];’ll;robert_baratheon;;;GameOfThrones.Season01.Episode06;19.0;7.0;
202;202;honor;;VERB;VB;ROOT;[28, 33];honor;robert_baratheon;;;GameOfThrones.Season01.Episode06;19.0;8.0;
203;203;you;eddard_stark;PRON;PRP;dobj;[34, 37];you;robert_baratheon;;39.0;GameOfThrones.Season01.Episode06;19.0;9.0;cersei_lannister
204;204;again;;ADV;RB;advmod;[38, 43];again;robert_baratheon;;;GameOfThrones.Season01.Episode06;19.0;10.0;
205;205;.;;PUNCT;.;punct;[44, 45];.;robert_baratheon;;;GameOfThrones.Season01.Episode06;19.0;11.0;
206;206;;;;;;;;;;;;;;
207;207;robert_baratheon See;;VERB;VB;ROOT;[0, 3];See;robert_baratheon;;;GameOfThrones.Season01.Episode06;20.0;1.0;
208;208;what;;PRON;WP;dobj;[4, 8];what;robert_baratheon;;;GameOfThrones.Season01.Episode06;20.0;2.0;
209;209;she;UNKNOWN;PRON;PRP;nsubj;[9, 12];she;robert_baratheon;;40.0;GameOfThrones.Season01.Episode06;20.0;3.0;cersei_lannister
210;210;does;;AUX;VBZ;ccomp;[13, 17];doe;robert_baratheon;;;GameOfThrones.Season01.Episode06;20.0;4.0;
211;211;to;;ADP;IN;prep;[18, 20];to;robert_baratheon;;;GameOfThrones.Season01.Episode06;20.0;5.0;
212;212;me;robert_baratheon;PRON;PRP;pobj;[21, 23];me;robert_baratheon;;41.0;GameOfThrones.Season01.Episode06;20.0;6.0;robert_baratheon
213;213;?;;PUNCT;.;punct;[24, 25];?;robert_baratheon;;;GameOfThrones.Season01.Episode06;20.0;7.0;
214;214;My;robert_baratheon;DET;PRP$;poss;[26, 28];My;robert_baratheon;;42.0;GameOfThrones.Season01.Episode06;20.0;8.0;robert_baratheon
215;215;loving;;VERB;VBG;amod;[29, 35];loving;robert_baratheon;;;GameOfThrones.Season01.Episode06;20.0;9.0;
216;216;wife;;NOUN;NN;ROOT;[36, 40];wife;robert_baratheon;;;GameOfThrones.Season01.Episode06;20.0;10.0;cersei_lannister
217;217;.;;PUNCT;.;punct;[41, 42];.;robert_baratheon;;;GameOfThrones.Season01.Episode06;20.0;11.0;
