;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
67;am;;AUX;VBP;ROOT;[30, 32];am;obiwan_kenobi;;;StarWars.Episode03;5;10
68;I;obiwan_kenobi;PRON;PRP;nsubj;[33, 34];I;obiwan_kenobi;;5;StarWars.Episode03;5;11
69;always;;ADV;RB;advmod;[35, 41];always;obiwan_kenobi;;;StarWars.Episode03;5;12
70;the;;DET;DT;det;[42, 45];the;obiwan_kenobi;;;StarWars.Episode03;5;13
71;bait;;NOUN;NN;attr;[46, 50];bait;obiwan_kenobi;;;StarWars.Episode03;5;14
72;?;;PUNCT;.;punct;[51, 52];?;obiwan_kenobi;;;StarWars.Episode03;5;15
73;;;;;;;;;;;;;
74;anakin_skywalker Do;;AUX;VBP;aux;[0, 2];Do;anakin_skywalker;;;StarWars.Episode03;6;1
75;n't;;PART;RB;neg;[3, 6];n't;anakin_skywalker;;;StarWars.Episode03;6;2
76;worry;;VERB;VB;ROOT;[7, 12];worry;anakin_skywalker;;;StarWars.Episode03;6;3
77;.;;PUNCT;.;punct;[13, 14];.;anakin_skywalker;;;StarWars.Episode03;6;4
78;I;anakin_skywalker;PRON;PRP;nsubj;[15, 16];I;anakin_skywalker;;6;StarWars.Episode03;6;5
79;'m;;AUX;VBP;aux;[17, 19];'m;anakin_skywalker;;;StarWars.Episode03;6;6
80;coming;;VERB;VBG;ROOT;[20, 26];coming;anakin_skywalker;;;StarWars.Episode03;6;7
81;around;;ADV;RB;advmod;[27, 33];around;anakin_skywalker;;;StarWars.Episode03;6;8
82;behind;;ADP;IN;prep;[34, 40];behind;anakin_skywalker;;;StarWars.Episode03;6;9
83;you;obiwan_kenobi;PRON;PRP;pobj;[41, 44];you;anakin_skywalker;;7;StarWars.Episode03;6;10
84;.;;PUNCT;.;punct;[45, 46];.;anakin_skywalker;;;StarWars.Episode03;6;11
85;;;;;;;;;;;;;
86;obiwan_kenobi Anakin;anakin_skywalker;PROPN;NNP;npadvmod;[0, 6];Anakin;obiwan_kenobi;;8;StarWars.Episode03;7;1
87;,;;PUNCT;,;punct;[7, 8];,;obiwan_kenobi;;;StarWars.Episode03;7;2
88;they;;PRON;PRP;nsubj;[9, 13];they;obiwan_kenobi;;;StarWars.Episode03;7;3
89;'re;;AUX;VBP;ROOT;[14, 17];'re;obiwan_kenobi;;;StarWars.Episode03;7;4
90;all;;ADV;RB;dep;[18, 21];all;obiwan_kenobi;;;StarWars.Episode03;7;5
91;over;;ADP;IN;prep;[22, 26];over;obiwan_kenobi;;;StarWars.Episode03;7;6
92;me;obiwan_kenobi;PRON;PRP;pobj;[27, 29];me;obiwan_kenobi;;9;StarWars.Episode03;7;7
93;!;;PUNCT;.;punct;[30, 31];!;obiwan_kenobi;;;StarWars.Episode03;7;8
94;;;;;;;;;;;;;
95;anakin_skywalker Dead;;ADV;RB;ROOT;[0, 4];Dead;anakin_skywalker;;;StarWars.Episode03;8;1
96;ahead;;ADV;RB;advmod;[5, 10];ahead;anakin_skywalker;;;StarWars.Episode03;8;2
97;!;;PUNCT;.;punct;[11, 12];!;anakin_skywalker;;;StarWars.Episode03;8;3
98;Closing;;NOUN;NN;ROOT;[13, 20];Closing;anakin_skywalker;;;StarWars.Episode03;8;4
99;.;;PUNCT;.;punct;[21, 22];.;anakin_skywalker;;;StarWars.Episode03;8;5
100;.;;PUNCT;.;punct;[23, 24];.;anakin_skywalker;;;StarWars.Episode03;8;6
101;.;;PUNCT;.;punct;[25, 26];.;anakin_skywalker;;;StarWars.Episode03;8;7
102;lock;;VERB;VB;ROOT;[27, 31];lock;anakin_skywalker;;;StarWars.Episode03;8;8
103;onto;;ADP;IN;prep;[32, 36];onto;anakin_skywalker;;;StarWars.Episode03;8;9
104;him;UNKNOWN;PRON;PRP;pobj;[37, 40];him;anakin_skywalker;;10;StarWars.Episode03;8;10
105;,;;PUNCT;,;punct;[41, 42];,;anakin_skywalker;;;StarWars.Episode03;8;11
106;Artoo;r2d2;PROPN;NNP;npadvmod;[43, 48];Artoo;anakin_skywalker;PERSON;11;StarWars.Episode03;8;12
107;.;;PUNCT;.;punct;[49, 50];.;anakin_skywalker;;;StarWars.Episode03;8;13
108;.;;PUNCT;.;punct;[51, 52];.;anakin_skywalker;;;StarWars.Episode03;8;14
109;.;;PUNCT;.;punct;[53, 54];.;anakin_skywalker;;;StarWars.Episode03;8;15
110;We;multiple_persons;PRON;PRP;nsubj;[55, 57];We;anakin_skywalker;;12;StarWars.Episode03;8;16
111;got;;VERB;VBD;ROOT;[58, 61];got;anakin_skywalker;;;StarWars.Episode03;8;17
112;him;UNKNOWN;PRON;PRP;dobj;[62, 65];him;anakin_skywalker;;13;StarWars.Episode03;8;18
113;,;;PUNCT;,;punct;[66, 67];,;anakin_skywalker;;;StarWars.Episode03;8;19
114;Artoo;r2d2;PROPN;NNP;npadvmod;[68, 73];Artoo;anakin_skywalker;PERSON;14;StarWars.Episode03;8;20
115;!;;PUNCT;.;punct;[74, 75];!;anakin_skywalker;;;StarWars.Episode03;8;21
116;;;;;;;;;;;;;
117;anakin_skywalker I;anakin_skywalker;PRON;PRP;nsubj;[0, 1];I;anakin_skywalker;;15;StarWars.Episode03;9;1
118;copy;;VERB;VBP;ROOT;[2, 6];copy;anakin_skywalker;;;StarWars.Episode03;9;2
119;,;;PUNCT;,;punct;[7, 8];,;anakin_skywalker;;;StarWars.Episode03;9;3
120;Artoo;r2d2;PROPN;NNP;npadvmod;[9, 14];Artoo;anakin_skywalker;PERSON;16;StarWars.Episode03;9;4
121;.;;PUNCT;.;punct;[15, 16];.;anakin_skywalker;;;StarWars.Episode03;9;5
122;;;;;;;;;;;;;
123;obiwan_kenobi I;obiwan_kenobi;PRON;PRP;nsubj;[0, 1];I;obiwan_kenobi;;17;StarWars.Episode03;10;1
124;'m;;AUX;VBP;aux;[2, 4];'m;obiwan_kenobi;;;StarWars.Episode03;10;2
125;going;;VERB;VBG;ROOT;[5, 10];going;obiwan_kenobi;;;StarWars.Episode03;10;3
126;down;;ADP;RP;prt;[11, 15];down;obiwan_kenobi;;;StarWars.Episode03;10;4
127;on;;ADP;IN;prep;[16, 18];on;obiwan_kenobi;;;StarWars.Episode03;10;5
128;the;;DET;DT;det;[19, 22];the;obiwan_kenobi;;;StarWars.Episode03;10;6
129;deck;;NOUN;NN;pobj;[23, 27];deck;obiwan_kenobi;;;StarWars.Episode03;10;7
130;.;;PUNCT;.;punct;[28, 29];.;obiwan_kenobi;;;StarWars.Episode03;10;8
131;;;;;;;;;;;;;
132;anakin_skywalker Good;;ADJ;JJ;amod;[0, 4];Good;anakin_skywalker;;;StarWars.Episode03;11;1
133;idea;;NOUN;NN;ROOT;[5, 9];idea;anakin_skywalker;;;StarWars.Episode03;11;2
134;...;;PUNCT;:;punct;[10, 13];...;anakin_skywalker;;;StarWars.Episode03;11;3
135;I;anakin_skywalker;PRON;PRP;nsubj;[14, 15];I;anakin_skywalker;;18;StarWars.Episode03;11;4
136;need;;VERB;VBP;ROOT;[16, 20];need;anakin_skywalker;;;StarWars.Episode03;11;5
137;some;;DET;DT;det;[21, 25];some;anakin_skywalker;;;StarWars.Episode03;11;6
138;room;;NOUN;NN;dobj;[26, 30];room;anakin_skywalker;;;StarWars.Episode03;11;7
139;to;;PART;TO;aux;[31, 33];to;anakin_skywalker;;;StarWars.Episode03;11;8
140;maneuver;;VERB;VB;relcl;[34, 42];maneuver;anakin_skywalker;;;StarWars.Episode03;11;9
141;.;;PUNCT;.;punct;[43, 44];.;anakin_skywalker;;;StarWars.Episode03;11;10
142;Cut;;VERB;VB;ROOT;[45, 48];Cut;anakin_skywalker;;;StarWars.Episode03;11;11
143;right;;ADV;RB;advmod;[49, 54];right;anakin_skywalker;;;StarWars.Episode03;11;12
144;.;;PUNCT;.;punct;[55, 56];.;anakin_skywalker;;;StarWars.Episode03;11;13
145;Do;;AUX;VBP;aux;[57, 59];Do;anakin_skywalker;;;StarWars.Episode03;11;14
146;you;obiwan_kenobi;PRON;PRP;nsubj;[60, 63];you;anakin_skywalker;;19;StarWars.Episode03;11;15
147;hear;;VERB;VB;ROOT;[64, 68];hear;anakin_skywalker;;;StarWars.Episode03;11;16
148;me;anakin_skywalker;PRON;PRP;dobj;[69, 71];me;anakin_skywalker;;20;StarWars.Episode03;11;17
149;?;;PUNCT;.;punct;[72, 73];?;anakin_skywalker;;;StarWars.Episode03;11;18
150;!;;PUNCT;.;punct;[74, 75];!;anakin_skywalker;;;StarWars.Episode03;11;19
151;Cut;;VERB;VB;ROOT;[76, 79];Cut;anakin_skywalker;;;StarWars.Episode03;11;20
152;right;;ADV;RB;advmod;[80, 85];right;anakin_skywalker;;;StarWars.Episode03;11;21
153;.;;PUNCT;.;punct;[86, 87];.;anakin_skywalker;;;StarWars.Episode03;11;22
154;Do;;AUX;VB;aux;[88, 90];Do;anakin_skywalker;;;StarWars.Episode03;11;23
155;n't;;PART;RB;neg;[91, 94];n't;anakin_skywalker;;;StarWars.Episode03;11;24
156;let;;VERB;VB;ROOT;[95, 98];let;anakin_skywalker;;;StarWars.Episode03;11;25
157;him;UNKNOWN;PRON;PRP;nsubj;[99, 102];him;anakin_skywalker;;21;StarWars.Episode03;11;26
158;get;;AUX;VB;ccomp;[103, 106];get;anakin_skywalker;;;StarWars.Episode03;11;27
159;a;;DET;DT;det;[107, 108];a;anakin_skywalker;;;StarWars.Episode03;11;28
160;handle;;NOUN;NN;dobj;[109, 115];handle;anakin_skywalker;;;StarWars.Episode03;11;29
161;on;;ADP;IN;prep;[116, 118];on;anakin_skywalker;;;StarWars.Episode03;11;30
162;you;obiwan_kenobi;PRON;PRP;pobj;[119, 122];you;anakin_skywalker;;22;StarWars.Episode03;11;31
163;.;;PUNCT;.;punct;[123, 124];.;anakin_skywalker;;;StarWars.Episode03;11;32
164;Come;;VERB;VB;ROOT;[125, 129];Come;anakin_skywalker;;;StarWars.Episode03;11;33
165;on;;ADP;RP;prt;[130, 132];on;anakin_skywalker;;;StarWars.Episode03;11;34
166;,;;PUNCT;,;punct;[133, 134];,;anakin_skywalker;;;StarWars.Episode03;11;35
167;Artoo;r2d2;PROPN;NNP;npadvmod;[135, 140];Artoo;anakin_skywalker;PERSON;23;StarWars.Episode03;11;36
168;,;;PUNCT;,;punct;[141, 142];,;anakin_skywalker;;;StarWars.Episode03;11;37
169;lock;;VERB;VB;dep;[143, 147];lock;anakin_skywalker;;;StarWars.Episode03;11;38
170;on;;ADP;RP;prt;[148, 150];on;anakin_skywalker;;;StarWars.Episode03;11;39
171;!;;PUNCT;.;punct;[151, 152];!;anakin_skywalker;;;StarWars.Episode03;11;40
172;Lock;;VERB;VB;ROOT;[153, 157];Lock;anakin_skywalker;;;StarWars.Episode03;11;41
173;on;;ADP;RP;prt;[158, 160];on;anakin_skywalker;;;StarWars.Episode03;11;42
174;!;;PUNCT;.;punct;[161, 162];!;anakin_skywalker;;;StarWars.Episode03;11;43
175;;;;;;;;;;;;;
176;obiwan_kenobi Hurry;;VERB;VB;ROOT;[0, 5];Hurry;obiwan_kenobi;;;StarWars.Episode03;12;1
177;up;;ADP;RP;prt;[6, 8];up;obiwan_kenobi;;;StarWars.Episode03;12;2
178;!;;PUNCT;.;punct;[9, 10];!;obiwan_kenobi;;;StarWars.Episode03;12;3
179;I;obiwan_kenobi;PRON;PRP;nsubj;[11, 12];I;obiwan_kenobi;;24;StarWars.Episode03;12;4
180;do;;AUX;VBP;aux;[13, 15];do;obiwan_kenobi;;;StarWars.Episode03;12;5
181;n't;;PART;RB;neg;[16, 19];n't;obiwan_kenobi;;;StarWars.Episode03;12;6
182;like;;VERB;VB;ROOT;[20, 24];like;obiwan_kenobi;;;StarWars.Episode03;12;7
183;this;;DET;DT;dobj;[25, 29];this;obiwan_kenobi;;;StarWars.Episode03;12;8
184;!;;PUNCT;.;punct;[30, 31];!;obiwan_kenobi;;;StarWars.Episode03;12;9
185;Ouch;;INTJ;UH;ROOT;[32, 36];Ouch;obiwan_kenobi;;;StarWars.Episode03;12;10
186;!;;PUNCT;.;punct;[37, 38];!;obiwan_kenobi;;;StarWars.Episode03;12;11
187;Do;;AUX;VB;aux;[39, 41];Do;obiwan_kenobi;;;StarWars.Episode03;12;12
188;n't;;PART;RB;neg;[42, 45];n't;obiwan_kenobi;;;StarWars.Episode03;12;13
189;even;;ADV;RB;advmod;[46, 50];even;obiwan_kenobi;;;StarWars.Episode03;12;14
190;try;;VERB;VB;ROOT;[51, 54];try;obiwan_kenobi;;;StarWars.Episode03;12;15
191;to;;PART;TO;aux;[55, 57];to;obiwan_kenobi;;;StarWars.Episode03;12;16
192;fix;;VERB;VB;xcomp;[58, 61];fix;obiwan_kenobi;;;StarWars.Episode03;12;17
193;it;;PRON;PRP;dobj;[62, 64];it;obiwan_kenobi;;;StarWars.Episode03;12;18
194;,;;PUNCT;,;punct;[65, 66];,;obiwan_kenobi;;;StarWars.Episode03;12;19
195;Arfour;;PROPN;NNP;npadvmod;[67, 73];Arfour;obiwan_kenobi;PERSON;;StarWars.Episode03;12;20
196;.;;PUNCT;.;punct;[74, 75];.;obiwan_kenobi;;;StarWars.Episode03;12;21
197;I;obiwan_kenobi;PRON;PRP;nsubj;[76, 77];I;obiwan_kenobi;;25;StarWars.Episode03;12;22
198;'ve;;AUX;VB;aux;[78, 81];'ve;obiwan_kenobi;;;StarWars.Episode03;12;23
199;shut;;VERB;VBN;ROOT;[82, 86];shut;obiwan_kenobi;;;StarWars.Episode03;12;24
200;it;;PRON;PRP;dobj;[87, 89];it;obiwan_kenobi;;;StarWars.Episode03;12;25
201;down;;ADP;RP;prt;[90, 94];down;obiwan_kenobi;;;StarWars.Episode03;12;26
202;.;;PUNCT;.;punct;[95, 96];.;obiwan_kenobi;;;StarWars.Episode03;12;27
203;;;;;;;;;;;;;
204;anakin_skywalker We;multiple_persons;PRON;PRP;nsubjpass;[0, 2];We;anakin_skywalker;;26;StarWars.Episode03;13;1
205;'re;;AUX;VBP;auxpass;[3, 6];'re;anakin_skywalker;;;StarWars.Episode03;13;2
206;locked;;VERB;VBN;ccomp;[7, 13];locked;anakin_skywalker;;;StarWars.Episode03;13;3
207;on;;ADP;IN;prep;[14, 16];on;anakin_skywalker;;;StarWars.Episode03;13;4
208;...;;PUNCT;:;punct;[17, 20];...;anakin_skywalker;;;StarWars.Episode03;13;5
209;we;multiple_persons;PRON;PRP;nsubj;[21, 23];we;anakin_skywalker;;27;StarWars.Episode03;13;6
210;'ve;;AUX;VB;aux;[24, 27];'ve;anakin_skywalker;;;StarWars.Episode03;13;7
211;got;;VERB;VBD;ROOT;[28, 31];got;anakin_skywalker;;;StarWars.Episode03;13;8
212;him;UNKNOWN;PRON;PRP;dobj;[32, 35];him;anakin_skywalker;;28;StarWars.Episode03;13;9
213;.;;PUNCT;.;punct;[36, 37];.;anakin_skywalker;;;StarWars.Episode03;13;10
214;.;;PUNCT;.;punct;[38, 39];.;anakin_skywalker;;;StarWars.Episode03;13;11
215;.;;PUNCT;.;punct;[40, 41];.;anakin_skywalker;;;StarWars.Episode03;13;12
216;Yeah;;INTJ;UH;ROOT;[42, 46];Yeah;anakin_skywalker;;;StarWars.Episode03;13;13
217;!;;PUNCT;.;punct;[47, 48];!;anakin_skywalker;;;StarWars.Episode03;13;14
218;We;multiple_persons;PRON;PRP;nsubj;[49, 51];We;anakin_skywalker;;29;StarWars.Episode03;13;15
219;got;;VERB;VBD;ROOT;[52, 55];got;anakin_skywalker;;;StarWars.Episode03;13;16
220;him;UNKNOWN;PRON;PRP;dobj;[56, 59];him;anakin_skywalker;;30;StarWars.Episode03;13;17
221;.;;PUNCT;.;punct;[60, 61];.;anakin_skywalker;;;StarWars.Episode03;13;18
222;.;;PUNCT;.;punct;[62, 63];.;anakin_skywalker;;;StarWars.Episode03;13;19
223;.;;PUNCT;.;punct;[64, 65];.;anakin_skywalker;;;StarWars.Episode03;13;20
224;good;;ADJ;JJ;amod;[66, 70];good;anakin_skywalker;;;StarWars.Episode03;13;21
225;going;;NOUN;NN;ROOT;[71, 76];going;anakin_skywalker;;;StarWars.Episode03;13;22
226;,;;PUNCT;,;punct;[77, 78];,;anakin_skywalker;;;StarWars.Episode03;13;23
227;Artoo;r2d2;PROPN;NNP;npadvmod;[79, 84];Artoo;anakin_skywalker;PERSON;31;StarWars.Episode03;13;24
228;.;;PUNCT;.;punct;[85, 86];.;anakin_skywalker;;;StarWars.Episode03;13;25
229;;;;;;;;;;;;;
230;obiwan_kenobi Next;;ADJ;JJ;amod;[0, 4];Next;obiwan_kenobi;;;StarWars.Episode03;14;1
231;time;;NOUN;NN;npadvmod;[5, 9];time;obiwan_kenobi;;;StarWars.Episode03;14;2
232;you;anakin_skywalker;PRON;PRP;nsubj;[10, 13];you;obiwan_kenobi;;32;StarWars.Episode03;14;3
233;'re;;AUX;VBP;ROOT;[14, 17];'re;obiwan_kenobi;;;StarWars.Episode03;14;4
234;the;;DET;DT;det;[18, 21];the;obiwan_kenobi;;;StarWars.Episode03;14;5
235;bait;;NOUN;NN;attr;[22, 26];bait;obiwan_kenobi;;;StarWars.Episode03;14;6
236;.;;PUNCT;.;punct;[27, 28];.;obiwan_kenobi;;;StarWars.Episode03;14;7
237;.;;PUNCT;.;punct;[29, 30];.;obiwan_kenobi;;;StarWars.Episode03;14;8
238;.;;PUNCT;.;punct;[31, 32];.;obiwan_kenobi;;;StarWars.Episode03;14;9
239;Now;;ADV;RB;advmod;[33, 36];Now;obiwan_kenobi;;;StarWars.Episode03;14;10
240;let;;VERB;VB;ROOT;[37, 40];let;obiwan_kenobi;;;StarWars.Episode03;14;11
241;'s;;PRON;PRP;nsubj;[41, 43];'s;obiwan_kenobi;;;StarWars.Episode03;14;12
242;find;;VERB;VB;ccomp;[44, 48];find;obiwan_kenobi;;;StarWars.Episode03;14;13
243;the;;DET;DT;det;[49, 52];the;obiwan_kenobi;;;StarWars.Episode03;14;14
244;Command;;PROPN;NNP;compound;[53, 60];Command;obiwan_kenobi;;;StarWars.Episode03;14;15
245;Ship;;PROPN;NNP;dobj;[61, 65];Ship;obiwan_kenobi;;;StarWars.Episode03;14;16
246;and;;CCONJ;CC;cc;[66, 69];and;obiwan_kenobi;;;StarWars.Episode03;14;17
247;get;;AUX;VB;conj;[70, 73];get;obiwan_kenobi;;;StarWars.Episode03;14;18
248;on;;ADP;RP;prt;[74, 76];on;obiwan_kenobi;;;StarWars.Episode03;14;19
249;with;;ADP;IN;prep;[77, 81];with;obiwan_kenobi;;;StarWars.Episode03;14;20
250;it;;PRON;PRP;pobj;[82, 84];it;obiwan_kenobi;;;StarWars.Episode03;14;21
251;...;;PUNCT;:;punct;[85, 88];...;obiwan_kenobi;;;StarWars.Episode03;14;22
252;.;;PUNCT;.;punct;[89, 90];.;obiwan_kenobi;;;StarWars.Episode03;14;23
253;;;;;;;;;;;;;
254;anakin_skywalker Lock;;VERB;VB;ROOT;[0, 4];Lock;anakin_skywalker;;;StarWars.Episode03;15;1
255;onto;;ADP;IN;prep;[5, 9];onto;anakin_skywalker;;;StarWars.Episode03;15;2
256;them;;PRON;PRP;pobj;[10, 14];them;anakin_skywalker;;;StarWars.Episode03;15;3
257;,;;PUNCT;,;punct;[15, 16];,;anakin_skywalker;;;StarWars.Episode03;15;4
258;Artoo;r2d2;PROPN;NNP;npadvmod;[17, 22];Artoo;anakin_skywalker;PERSON;33;StarWars.Episode03;15;5
259;.;;PUNCT;.;punct;[23, 24];.;anakin_skywalker;;;StarWars.Episode03;15;6
260;Master;;PROPN;NNP;npadvmod;[25, 31];Master;anakin_skywalker;;;StarWars.Episode03;15;7
261;,;;PUNCT;,;punct;[32, 33];,;anakin_skywalker;;;StarWars.Episode03;15;8
262;General;general_grievous;PROPN;NNP;compound;[34, 41];General;anakin_skywalker;;34;StarWars.Episode03;15;9
263;Grievous;general_grievous;PROPN;NNP;poss;[42, 50];Grievous;anakin_skywalker;;35;StarWars.Episode03;15;10
264;'s;;PART;POS;case;[51, 53];'s;anakin_skywalker;;;StarWars.Episode03;15;11
265;ship;;NOUN;NN;nsubj;[54, 58];ship;anakin_skywalker;;;StarWars.Episode03;15;12
266;is;;AUX;VBZ;ROOT;[59, 61];is;anakin_skywalker;;;StarWars.Episode03;15;13
267;directly;;ADV;RB;advmod;[62, 70];directly;anakin_skywalker;;;StarWars.Episode03;15;14
268;ahead;;ADV;RB;advmod;[71, 76];ahead;anakin_skywalker;;;StarWars.Episode03;15;15
269;.;;PUNCT;.;punct;[77, 78];.;anakin_skywalker;;;StarWars.Episode03;15;16
270;The;;DET;DT;det;[79, 82];The;anakin_skywalker;;;StarWars.Episode03;15;17
271;one;;NUM;CD;ROOT;[83, 86];one;anakin_skywalker;CARDINAL;;StarWars.Episode03;15;18
272;crawling;;VERB;VBG;acl;[87, 95];crawling;anakin_skywalker;;;StarWars.Episode03;15;19
273;with;;ADP;IN;prep;[96, 100];with;anakin_skywalker;;;StarWars.Episode03;15;20
274;vulture;;NOUN;NN;compound;[101, 108];vulture;anakin_skywalker;;;StarWars.Episode03;15;21
